Binomial,species,Area,FID_2,TID,Group,Value,tempmean,tempstdev,precmean,precstdev,nppmean,nppstdev
Atractus_werneri,Atractus_werneri,1303.903005,1432,R02816,snake,1,12.42807889,2.751544938,1279.266276,283.6284272,4.03828E+11,83166003200
Atractus_zebrinus,Atractus_zebrinus,326890.9671,1433,R02817,snake,1,19.12159478,1.925293664,1473.277838,222.1136528,7.80572E+11,1.3179E+11
Atractus_zidoki,Atractus_zidoki,139235.8491,1434,R02818,snake,1,25.65073584,0.379997023,2638.047923,263.2849818,1.02731E+12,1.13171E+11
Atretium_schistosum,Atretium_schistosum,1192542.423,1435,R06366,snake,1,25.08272411,3.844553497,1307.95732,666.5761131,2.88811E+11,1.37179E+11
Atretium_yunnanensis,Atretium_yunnanensis,48702.93227,1436,R06367,snake,1,18.05072664,2.327198298,1430.277805,144.5513726,5.56289E+11,96711216915
Atropoides_indomitus,Atropoides_indomitus,19.992561,1437,R09538,snake,1,21.73333321,0.859448304,1306.32,84.58686423,9.4434E+11,28392689770
Atropoides_mexicanus,Atropoides_mexicanus,171704.9286,1438,R09539,snake,1,24.2704669,2.507945072,2424.266608,739.2485322,7.91305E+11,2.33203E+11
Atropoides_nummifer,Atropoides_nummifer,29913.10121,1439,R09540,snake,1,19.66811084,4.169433368,1867.805119,776.0584796,7.62907E+11,1.60682E+11
Atropoides_occiduus,Atropoides_occiduus,13206.48273,1440,R09541,snake,1,21.42934765,3.465505429,2141.300546,751.6155449,6.4835E+11,1.97372E+11
Atropoides_olmec,Atropoides_olmec,4216.476186,1441,R09542,snake,1,22.66477664,1.802093959,1530.554386,627.1552878,6.95089E+11,2.64045E+11
Atropoides_picadoi,Atropoides_picadoi,9125.530609,1442,R09543,snake,1,19.92235044,3.967915376,3231.259694,440.8085183,4.82824E+11,2.12106E+11
Aurivela_longicauda,Aurivela_longicauda,267670.6605,1443,R08891,lizard,1,15.07399096,3.022349701,291.4151258,112.9370092,1.17184E+11,78650324729
Aurivela_tergolaevigata,Aurivela_tergolaevigata,9032.159299,1444,R08892,lizard,1,13.82248686,4.318089817,236.4367482,42.92891457,1.20684E+11,42265833263
Australolacerta_australis,Australolacerta_australis,21772.07377,1445,R05303,lizard,1,16.18512784,2.000461986,376.6362946,129.2443008,2.14266E+11,97355724585
Austrelaps_labialis,Austrelaps_labialis,11798.60099,1446,R03398,snake,1,15.49810651,1.028153138,490.2090226,197.6333987,2.99592E+11,1.50045E+11
Austrelaps_ramsayi,Austrelaps_ramsayi,127128.1887,1447,R03399,snake,1,12.69832071,2.503638486,902.4278974,211.4675542,6.59213E+11,99437407971
Austrelaps_superbus,Austrelaps_superbus,121720.6428,1448,R03400,snake,1,12.40666854,1.924316808,915.2502609,340.5273425,-3.37E+36,3.37E+37
Azemiops_feae,Azemiops_feae,1528192.186,1449,R09544,snake,1,15.23455162,4.592606114,1282.63134,402.7096256,3.25198E+11,1.17288E+11
Azemiops_kharini,Azemiops_kharini,15789.10753,1450,R09545,snake,1,20.56966418,1.285739557,1626.632094,91.43382327,6.8748E+11,80791430814
Bachia_barbouri,Bachia_barbouri,48689.90099,1451,R04925,lizard,1,18.51517023,4.245409337,785.7136073,448.3465275,4.50044E+11,2.67969E+11
Bachia_bicolor,Bachia_bicolor,147769.2794,1452,R04926,lizard,1,25.64787302,4.161869455,1979.171174,652.0358685,7.32674E+11,2.04684E+11
Bachia_bresslaui,Bachia_bresslaui,1537336.044,1453,R04927,lizard,1,23.82260597,1.349983726,1515.109329,226.9253599,6.94161E+11,1.43836E+11
Bachia_cacerensis,Bachia_cacerensis,96742.96559,1454,R04928,lizard,1,25.36881225,0.815097417,1395.377929,130.3537731,7.12911E+11,1.11431E+11
Bachia_didactyla,Bachia_didactyla,19.992561,1455,R04929,lizard,1,24.11944437,0.300317082,1935.375,55.39615849,8.23919E+11,1.12275E+11
Bachia_dorbignyi,Bachia_dorbignyi,873901.6241,1456,R04930,lizard,1,24.61298783,2.462230617,1721.813878,649.1842793,8.48715E+11,1.88273E+11
Bachia_flavescens,Bachia_flavescens,3696539.856,1457,R04931,lizard,1,26.10461604,0.981177775,2346.511857,459.7767042,-7.07E+34,4.90E+36
Bachia_geralista,Bachia_geralista,29471.24504,1458,R04932,lizard,1,22.9900832,0.354868466,1178.32209,170.6871512,5.19994E+11,85890902059
Bachia_guianensis,Bachia_guianensis,100922.3267,1459,R04933,lizard,1,25.91726888,1.889195392,2594.538083,351.2212935,9.77641E+11,1.48518E+11
Bachia_huallagana,Bachia_huallagana,85173.94042,1461,R04935,lizard,1,20.34627544,6.826737441,1797.976776,975.614194,7.4551E+11,3.28631E+11
Bachia_intermedia,Bachia_intermedia,48689.90099,1462,R04936,lizard,1,18.51517023,4.245409337,785.7136073,448.3465275,4.50044E+11,2.67969E+11
Bachia_micromela,Bachia_micromela,126107.8526,1463,R04937,lizard,1,25.41549044,0.541550985,1688.882088,154.3526986,6.12915E+11,1.0736E+11
Bachia_oxyrhina,Bachia_oxyrhina,125654.1098,1464,R04938,lizard,1,24.53979644,0.797732853,1432.835483,148.0716634,5.56403E+11,1.36394E+11
Bachia_pallidiceps,Bachia_pallidiceps,52250.71709,1465,R04939,lizard,1,25.55254151,2.655818399,3730.965295,1524.670651,6.62566E+11,2.37465E+11
Bachia_panoplia,Bachia_panoplia,434027.9721,1466,R04940,lizard,1,26.52047022,0.485395564,2376.467041,300.3745272,9.57039E+11,1.15905E+11
Bachia_peruana,Bachia_peruana,371481.3385,1467,R04941,lizard,1,21.47606552,7.118669333,1780.77291,663.3086047,8.04669E+11,2.96596E+11
Bachia_psamophila,Bachia_psamophila,125654.1168,1468,R04942,lizard,1,25.13453922,0.574717152,1606.850178,134.1195601,5.85687E+11,1.12752E+11
Bachia_pyburni,Bachia_pyburni,136469.6873,1469,R04943,lizard,1,26.0787815,0.542650582,3006.705021,398.9235552,9.67642E+11,8726157443
Bachia_scaea,Bachia_scaea,2157.2428,1470,R04944,lizard,1,26.09745227,0.136099202,1865.299883,85.21991089,9.74968E+11,4737524409
Bachia_scolecoides,Bachia_scolecoides,187269.7174,1471,R04945,lizard,1,24.82031594,0.680677663,1948.608562,151.7397842,9.72762E+11,1.12074E+11
Bachia_talpa,Bachia_talpa,43276.68046,1472,R04946,lizard,1,23.57949167,5.759906835,1431.483537,350.4797278,5.89316E+11,2.20855E+11
Bachia_trisanale,Bachia_trisanale,1489565.413,1473,R04947,lizard,1,25.24689272,2.21436082,2469.038498,563.6554557,9.53792E+11,95984383297
Baikia_africana,Baikia_africana,45.95861,1474,R00602,worm lizard,1,27.23742008,0.10635064,1128.057692,14.7000961,4.26278E+11,6587835081
Balanophis_ceylonensis,Balanophis_ceylonensis,18839.66261,1475,R06368,snake,1,24.9249037,2.671567101,2820.513609,842.1153877,6.64977E+11,1.35765E+11
Bamanophis_dorri,Bamanophis_dorri,810525.0107,1476,R01086,snake,1,27.69234504,1.082138213,833.0528254,370.8380533,2.72161E+11,1.36734E+11
Barisia_ciliaris,Barisia_ciliaris,248317.8902,1477,R00701,lizard,1,16.41438959,2.624834872,600.6627348,202.8792826,2.93656E+11,1.1626E+11
Barisia_herrerae,Barisia_herrerae,157.140018,1478,R00702,lizard,1,15.09338861,1.09630046,1124.617347,58.93711198,4.66645E+11,55854383460
Barisia_imbricata,Barisia_imbricata,387989.9908,1479,R00703,lizard,1,16.46275329,2.964526802,685.8330402,293.427518,3.22529E+11,1.56482E+11
Barisia_levicollis,Barisia_levicollis,7177.071521,1480,R00704,lizard,1,12.56618092,0.914859832,523.7330553,70.61743532,2.26754E+11,26983993482
Barisia_rudicollis,Barisia_rudicollis,812.027187,1481,R00705,lizard,1,13.36903512,1.21659344,1138.077922,125.3932472,4.67899E+11,67066799324
Barkudia_insularis,Barkudia_insularis,15027.93142,1482,R07080,lizard,1,26.75985252,0.454730427,1439.558905,88.24497037,2.43199E+11,1.03915E+11
Barkudia_melanosticta,Barkudia_melanosticta,2103.144419,1483,R07081,lizard,1,27.62049071,0.338209836,1080.115702,85.54503334,1.35978E+11,1.15895E+11
Basiliscus_basilicus,Basiliscus_basilicus,9.996281,1484,R01983,lizard,1,27.3163461,0.054509584,1383.769231,18.74588712,7.88894E+11,0
Basiliscus_basiliscus,Basiliscus_basiliscus,343400.5402,1485,R01984,lizard,1,25.67137539,3.061728055,2566.778058,1310.527418,-7.51E+35,1.60E+37
Basiliscus_galeritus,Basiliscus_galeritus,294005.7177,1486,R01985,lizard,1,23.17528692,4.322525545,2636.392533,1541.59511,5.45967E+11,2.62842E+11
Basiliscus_plumifrons,Basiliscus_plumifrons,103149.185,1487,R01986,lizard,1,25.30984446,0.870258944,2756.395127,453.9624234,7.13929E+11,2.959E+11
Basiliscus_vittatus,Basiliscus_vittatus,586690.5632,1488,R01987,lizard,1,25.27724904,1.636538037,1908.551683,741.9821132,-1.73E+36,2.42E+37
Bassiana_platynota,Bassiana_platynota,328288.2222,1490,R07083,lizard,1,14.63516751,2.434282057,845.4533811,222.8530143,5.63013E+11,1.9261E+11
Bassiana_trilineata,Bassiana_trilineata,320301.0563,1491,R07084,lizard,1,16.69454054,0.877787193,440.4917511,204.280627,-6.82E+35,1.52E+37
Batagur_affinis,Batagur_affinis,502446.8212,1492,R10034,turtle,1,26.12894267,1.536302683,2467.229131,476.2914522,-2.06E+36,2.64E+37
Batagur_baska,Batagur_baska,136881.0839,1493,R10035,turtle,1,26.42445586,0.635041752,2231.091352,726.1126153,3.17176E+11,1.07398E+11
Batagur_borneoensis,Batagur_borneoensis,391171.4498,1494,R10036,turtle,1,26.20989969,1.377067881,2725.519545,482.2980307,-6.56E+35,1.49E+37
Batagur_dhongoka,Batagur_dhongoka,536109.3013,1495,R10037,turtle,1,25.29756386,0.734198932,1219.946388,455.2594172,-4.37E+35,1.22E+37
Batagur_kachuga,Batagur_kachuga,556495.1446,1496,R10038,turtle,1,25.3351114,0.742880021,1376.133675,616.5534203,-4.24E+35,1.20E+37
Batagur_trivittata,Batagur_trivittata,248820.5183,1497,R10039,turtle,1,25.31990413,2.247100111,1742.425307,878.6939583,4.04572E+11,1.59504E+11
Bavayia_crassicollis,Bavayia_crassicollis,1828.398436,1498,R02441,lizard,1,22.90194117,0.280320935,1539.774164,55.09115281,-2.84E+37,1.42E+38
Bavayia_cyclura,Bavayia_cyclura,16804.87014,1499,R02442,lizard,1,21.88723067,1.392837003,1828.8689,363.9988302,8.26178E+11,2.21507E+11
Bavayia_exsuccida,Bavayia_exsuccida,546.342352,1500,R02443,lizard,1,23.50508347,0.402093489,1633.011494,185.722885,7.01122E+11,5357240320
Bavayia_geitaina,Bavayia_geitaina,3626.559161,1501,R02444,lizard,1,20.8143306,1.38187666,1928.78111,414.9445309,6.10866E+11,3.35107E+11
Bavayia_goroensis,Bavayia_goroensis,415.552395,1502,R02445,lizard,1,21.61707771,0.491938778,2064.860735,316.9623594,-9.38E+36,2.34E+38
Bavayia_montana,Bavayia_montana,10593.68765,1503,R02446,lizard,1,21.97008769,1.227380796,1826.312336,346.742437,9.26739E+11,1.0405E+11
Bavayia_nubila,Bavayia_nubila,9.996281,1504,R02447,lizard,1,21.10267871,0.765813388,1630.285714,155.587104,7.18802E+11,11436490755
Bavayia_ornata,Bavayia_ornata,270.027745,1505,R02448,lizard,1,19.86681635,1.472259151,2578.227545,487.4471834,5.94963E+11,4.52634E+11
Bavayia_pulchella,Bavayia_pulchella,124.249891,1506,R02449,lizard,1,20.63582254,1.04277383,1903.538961,288.523112,9.78189E+11,14323952676
Bavayia_robusta,Bavayia_robusta,3073.961762,1507,R02450,lizard,1,21.32189099,1.352274179,1835.793586,453.1011236,5.94896E+11,3.86587E+11
Bavayia_sauvagii,Bavayia_sauvagii,16396.24785,1508,R02451,lizard,1,21.81861336,1.34627174,1813.39073,370.6134719,8.37741E+11,2.213E+11
Bavayia_septuiclavis,Bavayia_septuiclavis,2928.411067,1509,R02452,lizard,1,21.27486155,1.3670005,1861.356631,447.2174972,5.94896E+11,3.86587E+11
Bellatorias_frerei,Bellatorias_frerei,315457.9918,1510,R07085,lizard,1,23.11689229,2.430742686,1235.3695,556.4002077,5.14731E+11,2.39943E+11
Bellatorias_major,Bellatorias_major,90558.47863,1511,R07086,lizard,1,17.52997085,2.16257189,1185.262441,244.7324071,7.00437E+11,2.57824E+11
Bellatorias_obiri,Bellatorias_obiri,8598.100479,1512,R07087,lizard,1,27.55378127,0.387348475,1510.631876,59.36500804,3.95699E+11,32097257787
Bipes_biporus,Bipes_biporus,43780.61472,1513,R00768,worm lizard,1,21.15949842,1.096981733,125.3490236,57.72514158,56763445380,29663516565
Bipes_canaliculatus,Bipes_canaliculatus,9483.149063,1514,R00769,worm lizard,1,25.37513638,2.110145422,929.8251357,156.0393784,4.83128E+11,76610582925
Bipes_tridactylus,Bipes_tridactylus,2412.93081,1515,R00770,worm lizard,1,25.24482958,1.604065062,1271.589316,217.9054311,7.01252E+11,24140021521
Bitia_hydroides,Bitia_hydroides,54372.92399,1516,R05132,snake,1,26.71538289,0.330155244,3131.489472,1024.877992,-1.25E+38,1.64E+38
Bitis_albanica,Bitis_albanica,6709.382404,1517,R09546,snake,1,17.37311704,0.866578617,542.1391323,89.69809664,4.20884E+11,1.52167E+11
Bitis_arietans,Bitis_arietans,16196362.68,1518,R09547,snake,1,23.44123534,3.604125619,845.5322099,471.0094644,-9.38E+34,5.65E+36
Bitis_armata,Bitis_armata,6643.166363,1519,R09548,snake,1,17.19134784,0.786090331,417.4641452,99.0515446,3.07626E+11,86547094962
Bitis_atropos,Bitis_atropos,107254.7747,1520,R09549,snake,1,18.75063177,2.469158081,705.3422278,226.6067808,-2.09E+36,2.66E+37
Bitis_caudalis,Bitis_caudalis,1872955.456,1521,R09550,snake,1,20.16842362,2.224788219,302.1592658,145.2808447,1.26618E+11,86284208349
Bitis_cornuta,Bitis_cornuta,80223.85207,1522,R09551,snake,1,18.51496118,1.743623603,108.4494442,81.0272689,69623113452,53549621735
Bitis_gabonica,Bitis_gabonica,4493276.856,1523,R09552,snake,1,23.63175729,2.021477284,1524.427149,366.481897,-5.78E+34,4.44E+36
Bitis_heraldica,Bitis_heraldica,256717.9799,1524,R09553,snake,1,20.07260081,1.124618438,1195.921429,141.8479709,6.57851E+11,92662825191
Bitis_inornata,Bitis_inornata,4015.55309,1525,R09554,snake,1,13.85657265,0.842466408,336.7059145,26.76552982,1.03826E+11,11829288255
Bitis_nasicornis,Bitis_nasicornis,3352265.445,1526,R09555,snake,1,24.37525166,1.703391263,1724.117489,394.9774676,-7.79E+34,5.15E+36
Bitis_parviocula,Bitis_parviocula,71116.68885,1527,R09556,snake,1,17.7077533,3.099720229,1343.44956,302.2248456,7.49433E+11,1.78599E+11
Bitis_peringueyi,Bitis_peringueyi,127891.0202,1528,R09557,snake,1,21.10999134,2.834912869,163.4171118,226.3118631,94388703158,1.53211E+11
Bitis_rhinoceros,Bitis_rhinoceros,480749.7897,1529,R09558,snake,1,25.86672907,1.078618351,2037.945853,679.0496074,-5.37E+35,1.35E+37
Bitis_rubida,Bitis_rubida,35210.21809,1530,R09559,snake,1,15.88574711,2.139369899,209.4335699,37.34834567,80036173787,29069908882
Bitis_schneideri,Bitis_schneideri,36710.06587,1531,R09560,snake,1,17.70972248,0.997421875,57.59731169,27.66051727,46624501432,28509327548
Bitis_worthingtoni,Bitis_worthingtoni,13481.85262,1532,R09561,snake,1,16.02631257,2.432074551,952.8787513,206.4781263,6.7934E+11,2.23929E+11
Bitis_xeropaga,Bitis_xeropaga,47378.50846,1533,R09562,snake,1,18.43349487,2.01635618,87.72816865,42.22437544,47476249870,19874060250
Blaesodactylus_ambonihazo,Blaesodactylus_ambonihazo,2608.576425,1534,R03813,lizard,1,26.71990113,0.687351805,1448.399308,21.69006378,8.05801E+11,1.28541E+11
Blaesodactylus_antongilensis,Blaesodactylus_antongilensis,42309.88733,1535,R03814,lizard,1,23.09791476,1.838332051,2289.016391,532.3729264,-5.87E+36,4.43E+37
Blaesodactylus_boivini,Blaesodactylus_boivini,9717.245449,1536,R03815,lizard,1,25.53255773,1.158658213,1482.755649,178.6476495,7.15436E+11,2.11049E+11
Blaesodactylus_microtuberculatus,Blaesodactylus_microtuberculatus,9.996281,1537,R03816,lizard,1,26.00729179,0.046151998,1556.583333,5.040805712,8.04941E+11,0
Blaesodactylus_sakalava,Blaesodactylus_sakalava,143141.9569,1538,R03817,lizard,1,25.25706593,1.216420677,1054.712204,404.9945453,5.42652E+11,1.63148E+11
Blanus_alexandri,Blanus_alexandri,8465.543896,1539,R00771,worm lizard,1,16.91662038,2.65252,798.9668396,98.91200391,2.53848E+11,57623410080
Blanus_aporus,Blanus_aporus,185301.1251,1540,R00772,worm lizard,1,14.93389222,3.976908239,590.1611526,171.1017346,1.54007E+11,61607987662
Blanus_cinereus,Blanus_cinereus,279622.0079,1541,R00773,worm lizard,1,14.17396094,2.077892697,589.1193982,263.7946805,2.23043E+11,84954660788
Blanus_mariae,Blanus_mariae,96980.00126,1542,R00774,worm lizard,1,16.32919563,1.012993388,591.1476453,70.10000661,2.57651E+11,79902123576
Blanus_mettetali,Blanus_mettetali,122281.8602,1543,R00775,worm lizard,1,16.52886554,2.714880258,395.3187367,104.377058,1.74664E+11,67376228856
Blanus_tingitanus,Blanus_tingitanus,28126.17002,1545,R00777,worm lizard,1,17.36131412,1.688239219,688.6599071,154.2068983,2.71848E+11,80496070886
Blythia_reticulata,Blythia_reticulata,523965.5083,1546,R01087,snake,1,20.55410084,5.425014538,2153.193318,908.6690459,5.24133E+11,1.80258E+11
Boa_constrictor,Boa_constrictor,14459633.31,1547,R00780,snake,1,24.24445897,3.219430222,1775.388433,770.0614284,-1.06E+35,6.00E+36
Boaedon_capensis,Boaedon_capensis,4086587.646,1548,R05610,snake,1,20.21061788,2.890248358,536.0397594,282.7980611,-1.77E+35,7.76E+36
Boaedon_fuliginosus,Boaedon_fuliginosus,12401779.69,1549,R05611,snake,1,24.57618906,3.077317094,1104.311302,513.1791253,-1.04E+35,5.95E+36
Boaedon_lineatus,Boaedon_lineatus,9017220.21,1550,R05612,snake,1,25.58094392,2.245802385,1264.991207,538.9146404,-8.62E+34,5.41E+36
Boaedon_maculatus,Boaedon_maculatus,256392.6606,1551,R05613,snake,1,25.45694128,2.159977269,278.5060471,109.7308154,78401479327,27922847493
Boaedon_olivaceus,Boaedon_olivaceus,3749551.473,1552,R05614,snake,1,24.2454443,1.644006138,1694.658769,375.7653,-6.96E+34,4.87E+36
Boaedon_radfordi,Boaedon_radfordi,170726.7866,1553,R05615,snake,1,20.59732126,2.864644802,1443.613133,208.8654028,8.24923E+11,1.98091E+11
Boaedon_upembae,Boaedon_upembae,78917.01932,1554,R05616,snake,1,23.12695614,1.597257292,1086.561937,68.50475583,6.69706E+11,1.04472E+11
Boaedon_virgatus,Boaedon_virgatus,1421894.378,1555,R05617,snake,1,25.44671987,1.423979729,1828.050371,588.673245,6.13293E+11,1.86491E+11
Bogertophis_rosaliae,Bogertophis_rosaliae,52106.07141,1556,R01088,snake,1,21.03798319,2.074909706,213.7761079,97.96004939,87955584609,59860781722
Bogertophis_subocularis,Bogertophis_subocularis,391336.0458,1557,R01089,snake,1,18.34199284,1.982912558,341.1689884,90.02545169,1.00668E+11,57067109741
Boiga_andamanensis,Boiga_andamanensis,5990.331966,1558,R01090,snake,1,26.6171072,0.323279392,2800.257805,232.0308456,4.88347E+11,3.05943E+11
Boiga_angulata,Boiga_angulata,259258.6722,1559,R01091,snake,1,25.5779197,2.036563654,2560.344162,569.7774665,-9.98E+35,1.84E+37
Boiga_barnesii,Boiga_barnesii,12810.10333,1560,R01092,snake,1,24.27562643,2.912563185,2707.159493,1019.021151,6.72837E+11,64527175804
Boiga_beddomei,Boiga_beddomei,185833.2525,1561,R01093,snake,1,24.50367417,1.918921167,1546.384949,1186.288445,3.11127E+11,1.70362E+11
Boiga_bengkuluensis,Boiga_bengkuluensis,1166.368779,1562,R01094,snake,1,24.99724858,1.827299477,2139.887509,241.680162,9.42892E+11,1.50688E+11
Boiga_bourreti,Boiga_bourreti,3348.765291,1563,R01095,snake,1,21.69419176,2.163974891,2191.81856,213.4897235,7.26223E+11,1.57144E+11
Boiga_ceylonensis,Boiga_ceylonensis,237712.1126,1564,R01096,snake,1,25.16072402,1.996881598,1568.660225,1085.759201,3.69867E+11,2.11154E+11
Boiga_cyanea,Boiga_cyanea,2169474.234,1565,R01097,snake,1,23.57314053,4.102619024,1812.749137,742.5145816,-1.14E+35,6.23E+36
Boiga_cynodon,Boiga_cynodon,1765864.066,1566,R01098,snake,1,25.59767556,2.142113336,2758.837496,587.5552971,-7.37E+35,1.58E+37
Boiga_dendrophila,Boiga_dendrophila,2068589.108,1567,R01099,snake,1,25.53591774,2.228644855,2670.923382,632.968465,-6.29E+35,1.46E+37
Boiga_dightoni,Boiga_dightoni,9.996281,1568,R01100,snake,1,24.63229148,0.906696361,2186.5,98.42213504,5.77729E+11,0
Boiga_drapiezii,Boiga_drapiezii,1504800.269,1569,R01101,snake,1,25.5969077,2.163352561,2790.695088,585.4036137,-6.92E+35,1.53E+37
Boiga_flaviviridis,Boiga_flaviviridis,21206.24619,1570,R01102,snake,1,27.41517925,1.263216108,994.6519134,180.3173002,2.39738E+11,1.19478E+11
Boiga_forsteni,Boiga_forsteni,1207471.435,1571,R01103,snake,1,25.83256229,1.691610483,1163.225526,888.7890777,-8.16E+35,1.66E+37
Boiga_gokool,Boiga_gokool,334856.3818,1572,R01104,snake,1,20.92491367,5.812223146,2284.93802,888.2877202,4.48824E+11,1.60824E+11
Boiga_guangxiensis,Boiga_guangxiensis,124845.999,1573,R01105,snake,1,22.25958212,2.0593793,1897.163393,381.7913388,5.67917E+11,1.94614E+11
Boiga_hoeseli,Boiga_hoeseli,39214.75798,1574,R01106,snake,1,24.84735261,2.156759124,1597.490884,370.1730398,5.86643E+11,2.9874E+11
Boiga_irregularis,Boiga_irregularis,2582407.026,1575,R01107,snake,1,24.56555459,3.213420693,1573.444562,1052.310556,-1.95E+35,8.14E+36
Boiga_jaspidea,Boiga_jaspidea,1501837.245,1576,R01108,snake,1,25.59773604,2.16280385,2795.759073,580.9323944,-6.94E+35,1.53E+37
Boiga_kraepelini,Boiga_kraepelini,1816491.137,1577,R01109,snake,1,17.24879068,3.187622204,1438.271555,339.2205652,3.05434E+11,95595706743
Boiga_multifasciata,Boiga_multifasciata,124087.9167,1578,R01110,snake,1,18.48200775,6.639264303,1530.310893,731.0582941,3.84301E+11,1.01408E+11
Boiga_multomaculata,Boiga_multomaculata,1048609.529,1579,R01111,snake,1,18.67743533,2.565552459,1511.330617,244.8374731,3.56335E+11,1.01783E+11
Boiga_nigriceps,Boiga_nigriceps,1379328.463,1580,R01112,snake,1,25.69742898,2.061727603,2811.767655,584.67987,-7.55E+35,1.60E+37
Boiga_nuchalis,Boiga_nuchalis,89526.53336,1581,R01113,snake,1,21.45423465,4.644992851,1728.862762,626.4166813,3.62192E+11,1.44227E+11
Boiga_ochracea,Boiga_ochracea,315013.4834,1582,R01114,snake,1,23.12069741,4.622852587,2795.735179,948.1531846,4.75915E+11,1.46877E+11
Boiga_philippina,Boiga_philippina,6940.197482,1583,R01115,snake,1,23.61688521,1.614703387,2789.926474,360.8413533,4.98411E+11,4.3281E+11
Boiga_quincunciata,Boiga_quincunciata,24919.90315,1584,R01116,snake,1,23.93077952,0.41458575,2418.958965,430.5312125,4.65835E+11,91548438789
Boiga_saengsomi,Boiga_saengsomi,1606.353848,1585,R01117,snake,1,27.27181396,0.236049935,1987.251715,25.26794597,7.81091E+11,6049431552
Boiga_schultzei,Boiga_schultzei,3163.170793,1586,R01118,snake,1,25.15748799,1.609424974,1725.385764,100.6268315,8.27375E+11,3.42263E+11
Boiga_siamensis,Boiga_siamensis,1529930.606,1587,R01119,snake,1,24.17047189,3.98048012,1889.737946,860.6250913,5.0015E+11,1.67542E+11
Boiga_tanahjampeana,Boiga_tanahjampeana,9.996281,1588,R01120,snake,1,26.01736101,0.339158477,1779.666667,58.149711,68367155200,7.63E-06
Boiga_wallachi,Boiga_wallachi,1865.705461,1590,R01122,snake,1,26.7545354,0.463426689,2626.142279,90.19665232,69949658453,67401206.69
Boiruna_maculata,Boiruna_maculata,4174067.403,1591,R02819,snake,1,19.81479591,3.811787666,1077.555106,446.1754839,5.61192E+11,2.14444E+11
Boiruna_sertaneja,Boiruna_sertaneja,1159957.848,1592,R02820,snake,1,24.49410507,1.78708896,866.0453122,280.0713631,5.79932E+11,1.55216E+11
Borikenophis_portoricensis,Borikenophis_portoricensis,9164.5616,1594,R02821,snake,1,24.3942538,1.543205412,1724.697331,359.4313742,6.68237E+11,3.22318E+11
Borikenophis_variegatus,Borikenophis_variegatus,55.241126,1596,R02823,snake,1,26.24912939,0.110985869,1027.313433,17.64594491,73099976704,0
Bothriechis_aurifer,Bothriechis_aurifer,5514.058388,1597,R09563,snake,1,19.74177917,2.547205883,2542.5596,822.4816936,8.94397E+11,83305155343
Bothriechis_bicolor,Bothriechis_bicolor,6528.211222,1598,R09564,snake,1,16.29979522,3.917536829,1920.343129,569.6045964,4.7403E+11,1.77569E+11
Bothriechis_guifarroi,Bothriechis_guifarroi,355.445479,1599,R09565,snake,1,23.18851744,3.1137265,1452.62093,335.9334763,9.08527E+11,40956444819
Bothriechis_lateralis,Bothriechis_lateralis,10016.98292,1600,R09566,snake,1,19.0350129,4.587026321,3213.405706,516.4152072,3.80932E+11,1.25559E+11
Bothriechis_marchi,Bothriechis_marchi,11071.58346,1601,R09567,snake,1,23.91614844,2.232337116,1490.719093,258.2066564,8.35953E+11,1.05364E+11
Bothriechis_nigroviridis,Bothriechis_nigroviridis,4295.040689,1602,R09568,snake,1,19.32538013,2.976102401,3003.575633,584.4953425,3.35746E+11,73734184966
Bothriechis_rowleyi,Bothriechis_rowleyi,1208.106063,1603,R09569,snake,1,21.50006479,2.340106516,1315.170385,294.9736756,7.67153E+11,68091641856
Bothriechis_schlegelii,Bothriechis_schlegelii,588129.2032,1604,R09570,snake,1,23.85472177,3.57201636,2596.93214,1083.979203,-4.41E+35,1.22E+37
Bothriechis_supraciliaris,Bothriechis_supraciliaris,1921.325532,1605,R09571,snake,1,23.40627746,1.621447535,2882.767575,339.1858688,5.58907E+11,1.03613E+11
Bothriechis_thalassinus,Bothriechis_thalassinus,12790.7357,1606,R09572,snake,1,21.95715913,2.436261239,1583.875412,196.3250767,8.74139E+11,73457227732
Bothrochilus_albertisii,Bothrochilus_albertisii,88941.41522,1607,R06957,snake,1,25.97348144,1.225158862,2636.383657,440.6679098,9.44729E+11,1.8142E+11
Bothrochilus_biakensis,Bothrochilus_biakensis,1892.305293,1608,R06958,snake,1,25.32122089,0.421891872,2841.781988,25.2768375,6.85001E+11,4.35465E+11
Bothrochilus_boa,Bothrochilus_boa,44929.89138,1609,R06959,snake,1,24.55914921,1.895217738,3325.84673,603.6379401,6.072E+11,3.3878E+11
Bothrochilus_fredparkeri,Bothrochilus_fredparkeri,19.992561,1610,R06960,snake,1,14.4182971,2.109630947,2602.391304,66.88389624,4.45881E+11,61375529542
Bothrochilus_huonensis,Bothrochilus_huonensis,1305.450754,1611,R06961,snake,1,23.73995064,2.270317859,2609.910526,507.9250319,7.64878E+11,1.78703E+11
Bothrochilus_meridionalis,Bothrochilus_meridionalis,150660.0109,1612,R06962,snake,1,26.30630531,0.846543716,2788.483559,1000.590597,8.70326E+11,2.37688E+11
Bothrochilus_montanus,Bothrochilus_montanus,19.992561,1613,R06963,snake,1,18.0414772,0.931092784,2534.363636,62.99606442,7.02987E+11,2.33033E+11
